Title,Price,Release Date,Tags,Description,Reviews,URL,Preprocessed_Description,Preprocessed_Title,Cleaned_Description,Tokenized_Description
Tiny Glade,Free,"23 Sep, 2024","['Sandbox', 'Building', 'Cozy', 'Relaxing', 'Design & Illustration', 'Medieval', 'Cute', 'Procedural Generation', 'Casual', 'Family Friendly', 'Nature', 'Experimental', 'Top-Down', 'First-Person', 'Simulation', 'Colorful', 'Stylized', 'Singleplayer', 'Indie', 'Atmospheric']","Tiny Glade is a small diorama builder where you doodle whimsical castles, cozy cottages & romantic ruins. Explore gridless building chemistry as the game adorns your glades with procedural detail. No management, combat or goals: just kick back and turn forgotten meadows into lovable dioramas.","- 96% of the 1,272 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/2198150/Tiny_Glade/?snr=1_7_7_7000_150_6,Tiny Glade is a small diorama builder where you doodle whimsical castles cozy cottages  romantic ruins Explore gridless building chemistry as the  adorns your glades with procedural detail No management combat or goals just kick back and turn forgotten meadows into lovable dioramas,Tiny Glade,tiny glade small diorama builder doodle whimsical castle cozy cottage romantic ruin explore gridless building chemistry adorns glade procedural detail management combat goal kick back turn forgotten meadow lovable diorama,"['tiny', 'glade', 'small', 'diorama', 'builder', 'doodle', 'whimsical', 'castle', 'cozy', 'cottage', 'romantic', 'ruin', 'explore', 'gridless', 'building', 'chemistry', 'adorns', 'glade', 'procedural', 'detail', 'management', 'combat', 'goal', 'kick', 'back', 'turn', 'forgotten', 'meadow', 'lovable', 'diorama']"
Warhammer: Vermintide 2,Free,"8 Mar, 2018","['Co-op', 'Dark Fantasy', 'Games Workshop', 'Online Co-Op', 'Hack and Slash', 'Multiplayer', 'Gore', 'PvE', 'Dwarf', 'Fantasy', 'First-Person', 'RPG', 'Elf', 'Combat', 'Roguelite', 'Action RPG', 'Atmospheric', 'Action', 'FPS', 'Singleplayer']",The critically acclaimed Vermintide 2 is a visually stunning and groundbreaking melee action game pushing the boundaries of the first person co-op genre. Join the fight now!,- 83% of the 770 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/552500/Warhammer_Vermintide_2/?snr=1_7_7_7000_150_6,The critically acclaimed Vermintide 2 is a visually stunning and groundbreaking melee action  pushing the boundaries of the first person coop genre Join the fight now,Warhammer Vermintide 2,critically acclaimed vermintide 2 visually stunning groundbreaking melee action pushing boundary first person coop genre join fight,"['critically', 'acclaimed', 'vermintide', '2', 'visually', 'stunning', 'groundbreaking', 'melee', 'action', 'pushing', 'boundary', 'first', 'person', 'coop', 'genre', 'join', 'fight']"
Halo Infinite,Free,"8 Dec, 2021","['Free to Play', 'FPS', 'Multiplayer', 'Singleplayer', 'Shooter', 'Action', 'First-Person', 'Open World', 'Sci-fi', 'Co-op', 'PvP', 'Competitive', 'Story Rich', 'Space', 'Adventure', 'Aliens', 'Lore-Rich', 'Atmospheric', 'Cinematic', 'Soundtrack']","From one of gaming's most iconic sagas, Halo is bigger than ever. Featuring an expansive open-world campaign and a dynamic free to play multiplayer experience.","- 66% of the 756 user reviews in the last 30 days are positive.This product has experienced one or more periods of off-topic review activity.  Based on your preferences, the reviews within these periods have been excluded from this product's Review Score.",https://store.steampowered.com/app/1240440/Halo_Infinite/?snr=1_7_7_7000_150_6,From one of gamings most iconic sagas Halo is bigger than ever Featuring an expansive openworld campaign and a dynamic free to play multiplayer experience,Halo Infinite,one gaming iconic saga halo bigger ever featuring expansive openworld campaign dynamic free play multiplayer experience,"['one', 'gaming', 'iconic', 'saga', 'halo', 'bigger', 'ever', 'featuring', 'expansive', 'openworld', 'campaign', 'dynamic', 'free', 'play', 'multiplayer', 'experience']"
Ready or Not: Dark Waters,Free,"10 Dec, 2024","['Tactical', 'Realistic', 'FPS', 'Shooter', 'Multiplayer', 'Co-op', 'Singleplayer', 'First-Person', 'Horror', 'Action', 'Violent', 'Gun Customization', 'Combat', 'Crime', 'Gore', 'Modern', 'Atmospheric', 'America', 'Co-op Campaign', 'Psychological Horror']",N/A,- 73% of the 145 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/3174120/Ready_or_Not_Dark_Waters/?snr=1_7_7_7000_150_6,NA,Ready or Not Dark Waters,na,['na']
The Last of Us™ Part II Remastered,Free,"3 Apr, 2025","['Third-Person Shooter', 'Story Rich', 'Post-apocalyptic', 'Action-Adventure', 'LGBTQ+', 'Third Person', 'Horror', 'Action', 'Realistic', 'Stealth', 'Thriller', 'Emotional', 'Drama', 'Atmospheric', 'Adventure', 'Survival', 'Singleplayer', 'Dark', 'Survival Horror', 'Sequel']","Experience the winner of over 300 Game of the Year awards, now on PC. Discover Ellie and Abby’s story with graphical enhancements, gameplay modes like the roguelike survival experience No Return, and more.",N/A,https://store.steampowered.com/app/2531310/The_Last_of_Us_Part_II_Remastered/?snr=1_7_7_7000_150_6,Experience the winner of over 300  of the Year awards now on PC Discover Ellie and Abbys story with graphical enhancements gameplay modes like the roguelike survival experience No Return and more,The Last of UsTM Part II Remastered,experience winner 300 year award pc discover ellie abbys story graphical enhancement gameplay mode like roguelike survival experience return,"['experience', 'winner', '300', 'year', 'award', 'pc', 'discover', 'ellie', 'abbys', 'story', 'graphical', 'enhancement', 'gameplay', 'mode', 'like', 'roguelike', 'survival', 'experience', 'return']"
The Outlast Trials,Free,"5 Mar, 2024","['Horror', 'Multiplayer', 'Co-op', 'Survival Horror', 'Psychological Horror', 'First-Person', 'PvE', 'Character Customization', 'Stealth', 'Action', 'Action-Adventure', 'Survival', 'Dark Humor', 'Dark', 'Realistic', 'Alternate History', 'Atmospheric', 'Science', 'Adventure', 'Management']","Red Barrels invites you to experience mind-numbing terror, this time with friends. Whether you go through the trials alone or in teams, if you survive long enough and complete the therapy, Murkoff will happily let you leave… but will you be the same?","- 91% of the 1,301 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/1304930/The_Outlast_Trials/?snr=1_7_7_7000_150_6,Red Barrels invites you to experience mindnumbing terror this time with friends Whether you go through the trials alone or in teams if you survive long enough and complete the therapy Murkoff will happily let you leave but will you be the same,The Outlast Trials,red barrel invite experience mindnumbing terror time friend whether go trial alone team survive long enough complete therapy murkoff happily let leave,"['red', 'barrel', 'invite', 'experience', 'mindnumbing', 'terror', 'time', 'friend', 'whether', 'go', 'trial', 'alone', 'team', 'survive', 'long', 'enough', 'complete', 'therapy', 'murkoff', 'happily', 'let', 'leave']"
Sid Meier’s Civilization® VI,Free,"20 Oct, 2016","['Strategy', 'Turn-Based Strategy', 'Multiplayer', 'Historical', 'Grand Strategy', 'Singleplayer', 'Turn-Based', '4X', 'War', 'Simulation', 'City Builder', 'Tactical', 'Management', 'Building', 'Great Soundtrack', 'Online Co-Op', 'Moddable', 'Co-op', 'Hex Grid', 'Atmospheric']","Civilization VI is the newest installment in the award winning Civilization Franchise. Expand your empire, advance your culture and go head-to-head against history’s greatest leaders. Will your civilization stand the test of time?","- 89% of the 3,132 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/289070/Sid_Meiers_Civilization_VI/?snr=1_7_7_7000_150_6,Civilization VI is the newest installment in the award winning Civilization Franchise Expand your empire advance your culture and go headtohead against historys greatest leaders Will your civilization stand the test of time,Sid Meiers Civilization VI,civilization vi newest installment award winning civilization franchise expand empire advance culture go headtohead history greatest leader civilization stand test time,"['civilization', 'vi', 'newest', 'installment', 'award', 'winning', 'civilization', 'franchise', 'expand', 'empire', 'advance', 'culture', 'go', 'headtohead', 'history', 'greatest', 'leader', 'civilization', 'stand', 'test', 'time']"
The Long Dark,Free,"1 Aug, 2017","['Survival', 'Open World Survival Craft', 'Open World', 'Exploration', 'Atmospheric', 'Singleplayer', 'First-Person', 'Adventure', 'Crafting', 'Sandbox', 'Simulation', 'Post-apocalyptic', 'Indie', 'Walking Simulator', 'Survival Horror', 'Strategy', 'Difficult', 'Action', 'Co-op', 'Early Access']","THE LONG DARK is a thoughtful, exploration-survival experience that challenges solo players to think for themselves as they explore an expansive frozen wilderness in the aftermath of a geomagnetic disaster. There are no zombies -- only you, the cold, and all the threats Mother Nature can muster.","- 82% of the 955 user reviews in the last 30 days are positive.This product has experienced one or more periods of off-topic review activity.  Based on your preferences, the reviews within these periods have been excluded from this product's Review Score.",https://store.steampowered.com/app/305620/The_Long_Dark/?snr=1_7_7_7000_150_6,THE LONG DARK is a thoughtful explorationsurvival experience that challenges solo players to think for themselves as they explore an expansive frozen wilderness in the aftermath of a geomagnetic disaster There are no zombies  only you the cold and all the threats Mother Nature can muster,The Long Dark,long dark thoughtful explorationsurvival experience challenge solo player think explore expansive frozen wilderness aftermath geomagnetic disaster zombie cold threat mother nature muster,"['long', 'dark', 'thoughtful', 'explorationsurvival', 'experience', 'challenge', 'solo', 'player', 'think', 'explore', 'expansive', 'frozen', 'wilderness', 'aftermath', 'geomagnetic', 'disaster', 'zombie', 'cold', 'threat', 'mother', 'nature', 'muster']"
Cities: Skylines,Free,"10 Mar, 2015","['City Builder', 'Simulation', 'Building', 'Management', 'Strategy', 'Sandbox', 'Singleplayer', 'Moddable', 'Economy', 'Resource Management', 'Mod', 'Realistic', 'Replay Value', 'Casual', 'Modern', 'Real-Time with Pause', 'Family Friendly', 'Great Soundtrack', 'Funny', 'Action']",Cities: Skylines is a modern take on the classic city simulation. The game introduces new game play elements to realize the thrill and hardships of creating and maintaining a real city whilst expanding on some well-established tropes of the city building experience.,"- 91% of the 1,608 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/255710/Cities_Skylines/?snr=1_7_7_7000_150_6,Cities Skylines is a modern take on the classic city simulation The  introduces new  play elements to realize the thrill and hardships of creating and maintaining a real city whilst expanding on some wellestablished tropes of the city building experience,Cities Skylines,city skyline modern take classic city simulation introduces new play element realize thrill hardship creating maintaining real city whilst expanding wellestablished trope city building experience,"['city', 'skyline', 'modern', 'take', 'classic', 'city', 'simulation', 'introduces', 'new', 'play', 'element', 'realize', 'thrill', 'hardship', 'creating', 'maintaining', 'real', 'city', 'whilst', 'expanding', 'wellestablished', 'trope', 'city', 'building', 'experience']"
Necesse,Free,"12 Dec, 2019","['Base Building', '2D', 'Simulation', 'Open World Survival Craft', 'Multiplayer', 'Survival', 'Sandbox', 'Open World', 'Crafting', 'Pixel Graphics', 'Adventure', 'Building', 'Co-op', 'Exploration', 'Online Co-Op', 'Farming Sim', 'Automation', 'Atmospheric', 'Singleplayer', 'Early Access']","Build, quest, and conquer across an infinite procedurally generated world. Play alone or with friends as you establish a settlement and explore deep dungeons, fight monsters and bosses, mine rare ores, craft magical equipment, recruit specialists for your colony, and more!",- 92% of the 273 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/1169040/Necesse/?snr=1_7_7_7000_150_6,Build quest and conquer across an infinite procedurally generated world Play alone or with friends as you establish a settlement and explore deep dungeons fight monsters and bosses mine rare ores craft magical equipment recruit specialists for your colony and more,Necesse,build quest conquer across infinite procedurally generated world play alone friend establish settlement explore deep dungeon fight monster boss mine rare ore craft magical equipment recruit specialist colony,"['build', 'quest', 'conquer', 'across', 'infinite', 'procedurally', 'generated', 'world', 'play', 'alone', 'friend', 'establish', 'settlement', 'explore', 'deep', 'dungeon', 'fight', 'monster', 'boss', 'mine', 'rare', 'ore', 'craft', 'magical', 'equipment', 'recruit', 'specialist', 'colony']"
Caves of Qud,Free,"5 Dec, 2024","['Procedural Generation', 'Turn-Based Combat', 'Open World', 'Turn-Based', 'Transhumanism', 'Sci-fi', 'Replay Value', 'Traditional Roguelike', 'Roguelike', 'Story Rich', 'RPG', 'Survival', 'Character Customization', 'Atmospheric', 'Pixel Graphics', 'Difficult', 'CRPG', 'Moddable', 'Singleplayer', 'Choices Matter']","Caves of Qud is a science fantasy roguelike epic steeped in retrofuturism, deep simulation, and swathes of sentient plants. Come inhabit an exotic world and chisel through layers of thousand-year-old civilizations.",- 91% of the 609 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/333640/Caves_of_Qud/?snr=1_7_7_7000_150_6,Caves of Qud is a science fantasy roguelike epic steeped in retrofuturism deep simulation and swathes of sentient plants Come inhabit an exotic world and chisel through layers of thousandyearold civilizations,Caves of Qud,cave qud science fantasy roguelike epic steeped retrofuturism deep simulation swathe sentient plant come inhabit exotic world chisel layer thousandyearold civilization,"['cave', 'qud', 'science', 'fantasy', 'roguelike', 'epic', 'steeped', 'retrofuturism', 'deep', 'simulation', 'swathe', 'sentient', 'plant', 'come', 'inhabit', 'exotic', 'world', 'chisel', 'layer', 'thousandyearold', 'civilization']"
Grounded,Free,"27 Sep, 2022","['Survival', 'Multiplayer', 'Co-op', 'Open World Survival Craft', 'Base Building', 'Crafting', 'Adventure', 'Open World', 'Horror', 'Online Co-Op', 'Exploration', 'Action', 'Sandbox', 'First-Person', 'Singleplayer', 'RPG', 'Third Person', 'Cute', 'Funny', 'Early Access']","The world is a vast, beautiful and dangerous place – especially when you have been shrunk to the size of an ant. Can you thrive alongside the hordes of giant insects, fighting to survive the perils of the backyard?","- 88% of the 1,005 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/962130/Grounded/?snr=1_7_7_7000_150_7,The world is a vast beautiful and dangerous place  especially when you have been shrunk to the size of an ant Can you thrive alongside the hordes of giant insects fighting to survive the perils of the backyard,Grounded,world vast beautiful dangerous place especially shrunk size ant thrive alongside horde giant insect fighting survive peril backyard,"['world', 'vast', 'beautiful', 'dangerous', 'place', 'especially', 'shrunk', 'size', 'ant', 'thrive', 'alongside', 'horde', 'giant', 'insect', 'fighting', 'survive', 'peril', 'backyard']"
